tenant,site,device,classification,device_evidence,live_messages,retained_messages,lwt,kinds,parent_device
inter,croissy,snx-81,derived_channel_topic,False,6,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,croissy,snx-82,derived_channel_topic,False,7,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,croissy,snx-83,derived_channel_topic,False,6,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,croissy,snx-84,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,croissy,snx-85,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,croissy,snx-86,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,croissy,snx-87,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,croissy,snx-88,derived_channel_topic,False,6,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,croissy,snx-89,derived_channel_topic,False,6,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,croissy,snx-90,derived_channel_topic,False,6,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,croissy,snx-91,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,croissy,snx-999,derived_channel_topic,False,25,1,,ON_CONSIGNE,snx
inter,croissy,zb-bridge,missing_device,True,0,1,Online,LWT,
inter,croissy,zb-th_bebe,sensor_endpoint,False,0,1,,SENSOR,
inter,croissy,zb-th_boucherie,sensor_endpoint,False,0,1,,SENSOR,
inter,croissy,zb-th_boulangerie,sensor_endpoint,False,0,1,,SENSOR,
inter,croissy,zb-th_caisse_auto,sensor_endpoint,False,0,1,,SENSOR,
inter,croissy,zb-th_chats,sensor_endpoint,False,0,1,,SENSOR,
inter,croissy,zb-th_confisserie,sensor_endpoint,False,0,1,,SENSOR,
inter,croissy,zb-th_lait,sensor_endpoint,False,0,1,,SENSOR,
inter,croissy,zb-th_maneges,sensor_endpoint,False,0,1,,SENSOR,
inter,croissy,zb-th_photocopieuse,sensor_endpoint,False,0,1,,SENSOR,
inter,croissy,zb-th_sas,sensor_endpoint,False,0,1,,SENSOR,
inter,demo,aex-3-4,no_site_inventory,False,0,2,,LOGGING;STATE,
inter,demo,aex-5,no_site_inventory,False,0,1,,SENSOR,
inter,demo,aex-5-6,no_site_inventory,True,12,10,Online,HEARTBEAT;INFO1;INFO2;INFO3;LOGGING;LWT;PRINT;RESULT;SENSOR;STATE,
inter,demo,aex-6,no_site_inventory,False,0,1,,SENSOR,
inter,demo,ch1_d,no_site_inventory,True,16,10,,COUTS;HEARTBEAT;LOGGING;POWER;PWDAYS;PWHOURS;PWMONTHS;RESULT;SENSOR;STATE,
inter,demo,ch2_d,no_site_inventory,True,12,5,,HEARTBEAT;LOGGING;RESULT;SENSOR;STATE,
inter,demo,ch3_d,no_site_inventory,True,8,5,,HEARTBEAT;LOGGING;RESULT;SENSOR;STATE,
inter,demo,ch4_d,no_site_inventory,True,7,5,,HEARTBEAT;LOGGING;RESULT;SENSOR;STATE,
inter,demo,ch5_d,no_site_inventory,True,7,5,,HEARTBEAT;LOGGING;RESULT;SENSOR;STATE,
inter,demo,ch5_p,no_site_inventory,True,4,5,,HEARTBEAT;LOGGING;RESULT;SENSOR;STATE,
inter,demo,ch6_d,no_site_inventory,True,8,5,,HEARTBEAT;LOGGING;RESULT;SENSOR;STATE,
inter,demo,ch7_d,no_site_inventory,True,4,5,,HEARTBEAT;LOGGING;RESULT;SENSOR;STATE,
inter,demo,dl12-boulangerie,no_site_inventory,True,44,4,,HEARTBEAT;LOGGING;PRINT;RESULT,
inter,demo,dl12-boulangerie-1,no_site_inventory,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,demo,dl12-boulangerie-2,no_site_inventory,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,demo,dl12-boulangerie-3,no_site_inventory,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,demo,dl12-mono1,no_site_inventory,True,60,7,Online,INFO1;INFO2;INFO3;LOGGING;LWT;PRINT;RESULT,
inter,demo,dl12-mono1-1,no_site_inventory,False,0,2,,COUT;COUTS,
inter,demo,dl12-mono1-10,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,demo,dl12-mono1-11,no_site_inventory,False,6,4,,POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,demo,dl12-mono1-12,no_site_inventory,False,6,4,,POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,demo,dl12-mono1-2,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,demo,dl12-mono1-3,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,demo,dl12-mono1-4,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,demo,dl12-mono1-6,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,demo,dl12-mono1-7,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,demo,dl12-mono1-8,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,demo,dl12-mono1-9,no_site_inventory,False,0,2,,COUT;COUTS,
inter,demo,dl12-tgbt1,no_site_inventory,True,3,3,,HEARTBEAT;PRINT;RESULT,
inter,demo,dl12-tgbt1-1,no_site_inventory,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,demo,dl12-tgbt1-2,no_site_inventory,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,demo,dl12-tgbt2,no_site_inventory,False,27,2,,LOGGING;RESULT,
inter,demo,dl12-tgbt4,no_site_inventory,False,24,3,,LOGGING;PRINT;RESULT,
inter,demo,dl12-tgbt4-1,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,demo,dl12-tgbt4-2,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,demo,dl12-tgbt4-3,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,demo,dl4-rideau,no_site_inventory,True,9,10,,COUT;COUTS;HEARTBEAT;NIGHTDAY;POWER;PRINT;PWDAYS;PWHOURS;PWMONTHS;RESULT,
inter,demo,dl4-tdmag,no_site_inventory,True,18,11,,COUT;COUTS;HEARTBEAT;LOGGING;NIGHTDAY;POWER;PRINT;PWDAYS;PWHOURS;PWMONTHS;RESULT,
inter,demo,dl4-tgbt1,no_site_inventory,True,18,11,,COUT;COUTS;HEARTBEAT;LOGGING;NIGHTDAY;POWER;PRINT;PWDAYS;PWHOURS;PWMONTHS;RESULT,
inter,demo,dl4-tgbt2,no_site_inventory,True,18,11,,COUT;COUTS;HEARTBEAT;LOGGING;NIGHTDAY;POWER;PRINT;PWDAYS;PWHOURS;PWMONTHS;RESULT,
inter,demo,dl4-tgbt3,no_site_inventory,True,9,10,,COUT;COUTS;HEARTBEAT;NIGHTDAY;POWER;PRINT;PWDAYS;PWHOURS;PWMONTHS;RESULT,
inter,demo,pwx4-rogowski,no_site_inventory,True,18,11,,COUT;COUTS;HEARTBEAT;LOGGING;NIGHTDAY;POWER;PRINT;PWDAYS;PWHOURS;PWMONTHS;RESULT,
inter,demo,zb-ch4_r,no_site_inventory,False,1,1,,SENSOR,
inter,demo,zb-ch5_r,no_site_inventory,False,1,1,,SENSOR,
inter,demo,zb-znp-magasin,no_site_inventory,False,0,1,,STATE,
inter,demo,zb-znp-res,no_site_inventory,True,0,3,Online,LWT;RESULT;STATE,
inter,egly,dl12-sdm1,defined,True,46,2,,HEARTBEAT;LOGGING;PRINT,
inter,egly,dl12-sdm1-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-sdm1
inter,egly,dl12-sdm1-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-sdm1
inter,egly,dl12-sdm1-3,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-sdm1
inter,egly,dl4-sdm1,defined,True,20,9,,COUT;COUTS;HEARTBEAT;LOGGING;NIGHTDAY;POWER;PRINT;PWDAYS;PWHOURS;PWMONTHS,
inter,egly,dl4-sdm2,defined,True,22,9,,COUT;COUTS;HEARTBEAT;LOGGING;NIGHTDAY;POWER;PRINT;PWDAYS;PWHOURS;PWMONTHS,
inter,egly,pwx12-tgbtext,defined,True,78,3,Online,HEARTBEAT;LOGGING;LWT;PRINT,
inter,egly,pwx12-tgbtext-1,derived_channel_topic,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-tgbtext
inter,egly,pwx12-tgbtext-2,derived_channel_topic,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-tgbtext
inter,egly,pwx12-tgbtext-3,derived_channel_topic,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-tgbtext
inter,egly,pwx12-tgbtint1,defined,True,30,3,Online,HEARTBEAT;LOGGING;LWT;PRINT,
inter,egly,pwx12-tgbtint1-1,derived_channel_topic,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-tgbtint1
inter,egly,pwx12-tgbtint1-2,derived_channel_topic,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-tgbtint1
inter,egly,pwx12-tgbtint2,defined,True,54,2,,HEARTBEAT;LOGGING;PRINT,
inter,egly,pwx12-tgbtint2-1,derived_channel_topic,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-tgbtint2
inter,egly,pwx12-tgbtint2-2,derived_channel_topic,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-tgbtint2
inter,egly,pwx12-tgbtint2-3,derived_channel_topic,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-tgbtint2
inter,egly,pwx12-tgbtint3,defined,True,0,3,Offline,HEARTBEAT;LWT;PRINT,
inter,egly,pwx12-tgbtint3-1,derived_channel_topic,False,0,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-tgbtint3
inter,egly,pwx12-tgbtint3-2,derived_channel_topic,False,0,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-tgbtint3
inter,egly,pwx12-tgbtint3-3,derived_channel_topic,False,0,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-tgbtint3
inter,egly,pwx12-tgbtint4,defined,True,36,2,,HEARTBEAT;LOGGING;PRINT,
inter,egly,pwx12-tgbtint4-1,derived_channel_topic,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-tgbtint4
inter,egly,pwx12-tgbtint4-2,derived_channel_topic,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-tgbtint4
inter,egly,pwx12-tgbtint4-3,derived_channel_topic,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-tgbtint4
inter,egly,saia-mbjc-1001,refrigeration_endpoint,False,0,2,,SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1002,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1003,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1004,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1005,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1006,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1007,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1008,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1010,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1011,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1012,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1013,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1014,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1015,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1016,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1017,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1018,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1019,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1020,refrigeration_endpoint,False,0,2,,SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1021,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1022,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1023,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1024,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1025,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1026,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1027,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1028,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1029,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1030,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1031,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1032,refrigeration_endpoint,False,18,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1040,refrigeration_endpoint,False,0,2,,SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1041,refrigeration_endpoint,False,0,2,,SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1042,refrigeration_endpoint,False,0,2,,SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1043,refrigeration_endpoint,False,0,2,,SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1044,refrigeration_endpoint,False,0,2,,SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1045,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1046,refrigeration_endpoint,False,0,2,,SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1047,refrigeration_endpoint,False,0,2,,SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1048,refrigeration_endpoint,False,0,2,,SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1049,refrigeration_endpoint,False,0,2,,SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1050,refrigeration_endpoint,False,0,2,,SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1051,refrigeration_endpoint,False,0,2,,SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1052,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1053,refrigeration_endpoint,False,0,2,,SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1054,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1055,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1056,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1057,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1058,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1059,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1060,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1061,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1062,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1063,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1064,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1065,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1066,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1067,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1070,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1071,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1072,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1073,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1074,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1075,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1076,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1077,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1078,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1081,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1082,refrigeration_endpoint,False,0,2,,SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1083,refrigeration_endpoint,False,0,2,,SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1084,refrigeration_endpoint,False,0,2,,SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1085,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1086,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1087,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1088,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1089,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1090,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1091,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1092,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1093,refrigeration_endpoint,False,0,2,,SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1094,refrigeration_endpoint,False,0,2,,SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1095,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1096,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1097,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1098,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1099,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1105,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1106,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1107,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,saia-mbjc-1108,refrigeration_endpoint,False,17,3,,REGULATEUR;SNXDETAILS;STATISTIC,
inter,egly,snx,missing_device,True,60,8,,CONFIG;HEARTBEAT;LOGGING;RANKING;SNXCOUT;SNXRANKING;SNX_GROUP_SCORES;STATE;VOLUME,
inter,egly,snx-1,derived_channel_topic,False,4,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,egly,snx-10,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,egly,snx-11,derived_channel_topic,False,4,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,egly,snx-12,derived_channel_topic,False,4,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,egly,snx-15,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,egly,snx-16,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,egly,snx-17,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,egly,snx-2,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,egly,snx-3,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,egly,snx-4,derived_channel_topic,False,4,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,egly,snx-5,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,egly,snx-6,derived_channel_topic,False,6,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,egly,snx-7,derived_channel_topic,False,4,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,egly,snx-8,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,egly,snx-9,derived_channel_topic,False,4,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,egly,snx-999,derived_channel_topic,False,6,1,,ON_CONSIGNE,snx
inter,egly,virtuel,defined,False,24,8,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS;VIRTUALSTATUS,
inter,invite,aex-3-4,no_site_inventory,False,0,2,,LOGGING;STATE,
inter,invite,aex-5,no_site_inventory,False,0,1,,SENSOR,
inter,invite,aex-5-6,no_site_inventory,True,12,10,Online,HEARTBEAT;INFO1;INFO2;INFO3;LOGGING;LWT;PRINT;RESULT;SENSOR;STATE,
inter,invite,aex-6,no_site_inventory,False,0,1,,SENSOR,
inter,invite,ch1_d,no_site_inventory,True,16,10,,COUTS;HEARTBEAT;LOGGING;POWER;PWDAYS;PWHOURS;PWMONTHS;RESULT;SENSOR;STATE,
inter,invite,ch2_d,no_site_inventory,True,12,5,,HEARTBEAT;LOGGING;RESULT;SENSOR;STATE,
inter,invite,ch3_d,no_site_inventory,True,8,5,,HEARTBEAT;LOGGING;RESULT;SENSOR;STATE,
inter,invite,ch4_d,no_site_inventory,True,8,5,,HEARTBEAT;LOGGING;RESULT;SENSOR;STATE,
inter,invite,ch5_d,no_site_inventory,True,7,5,,HEARTBEAT;LOGGING;RESULT;SENSOR;STATE,
inter,invite,ch5_p,no_site_inventory,True,4,5,,HEARTBEAT;LOGGING;RESULT;SENSOR;STATE,
inter,invite,ch6_d,no_site_inventory,True,8,5,,HEARTBEAT;LOGGING;RESULT;SENSOR;STATE,
inter,invite,ch7_d,no_site_inventory,True,4,5,,HEARTBEAT;LOGGING;RESULT;SENSOR;STATE,
inter,invite,dl12-boulangerie,no_site_inventory,True,44,4,,HEARTBEAT;LOGGING;PRINT;RESULT,
inter,invite,dl12-boulangerie-1,no_site_inventory,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,invite,dl12-boulangerie-2,no_site_inventory,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,invite,dl12-boulangerie-3,no_site_inventory,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,invite,dl12-mono1,no_site_inventory,True,60,7,Online,INFO1;INFO2;INFO3;LOGGING;LWT;PRINT;RESULT,
inter,invite,dl12-mono1-1,no_site_inventory,False,0,2,,COUT;COUTS,
inter,invite,dl12-mono1-10,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,invite,dl12-mono1-11,no_site_inventory,False,6,4,,POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,invite,dl12-mono1-12,no_site_inventory,False,6,4,,POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,invite,dl12-mono1-2,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
