tenant,site,device,classification,device_evidence,live_messages,retained_messages,lwt,kinds,parent_device
inter,invite,dl12-mono1-3,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,invite,dl12-mono1-4,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,invite,dl12-mono1-6,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,invite,dl12-mono1-7,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,invite,dl12-mono1-8,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,invite,dl12-mono1-9,no_site_inventory,False,0,2,,COUT;COUTS,
inter,invite,dl12-tgbt1,no_site_inventory,True,3,3,,HEARTBEAT;PRINT;RESULT,
inter,invite,dl12-tgbt1-1,no_site_inventory,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,invite,dl12-tgbt1-2,no_site_inventory,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,invite,dl12-tgbt2,no_site_inventory,False,27,2,,LOGGING;RESULT,
inter,invite,dl12-tgbt4,no_site_inventory,False,24,3,,LOGGING;PRINT;RESULT,
inter,invite,dl12-tgbt4-1,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,invite,dl12-tgbt4-2,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,invite,dl12-tgbt4-3,no_site_inventory,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,
inter,invite,dl4-rideau,no_site_inventory,True,9,10,,COUT;COUTS;HEARTBEAT;NIGHTDAY;POWER;PRINT;PWDAYS;PWHOURS;PWMONTHS;RESULT,
inter,invite,dl4-tdmag,no_site_inventory,True,18,11,,COUT;COUTS;HEARTBEAT;LOGGING;NIGHTDAY;POWER;PRINT;PWDAYS;PWHOURS;PWMONTHS;RESULT,
inter,invite,dl4-tgbt1,no_site_inventory,True,18,11,,COUT;COUTS;HEARTBEAT;LOGGING;NIGHTDAY;POWER;PRINT;PWDAYS;PWHOURS;PWMONTHS;RESULT,
inter,invite,dl4-tgbt2,no_site_inventory,True,18,11,,COUT;COUTS;HEARTBEAT;LOGGING;NIGHTDAY;POWER;PRINT;PWDAYS;PWHOURS;PWMONTHS;RESULT,
inter,invite,dl4-tgbt3,no_site_inventory,True,9,10,,COUT;COUTS;HEARTBEAT;NIGHTDAY;POWER;PRINT;PWDAYS;PWHOURS;PWMONTHS;RESULT,
inter,invite,pwx4-rogowski,no_site_inventory,True,18,11,,COUT;COUTS;HEARTBEAT;LOGGING;NIGHTDAY;POWER;PRINT;PWDAYS;PWHOURS;PWMONTHS;RESULT,
inter,invite,zb-ch4_r,no_site_inventory,False,1,1,,SENSOR,
inter,invite,zb-ch5_r,no_site_inventory,False,1,1,,SENSOR,
inter,invite,zb-znp-magasin,no_site_inventory,False,0,1,,STATE,
inter,invite,zb-znp-res,no_site_inventory,True,0,3,Online,LWT;RESULT;STATE,
inter,maisons-laffitte,dl12-tgbt1,defined,True,3,3,Online,HEARTBEAT;LWT;PRINT,
inter,maisons-laffitte,dl12-tgbt1-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt1
inter,maisons-laffitte,dl12-tgbt1-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt1
inter,maisons-laffitte,dl12-tgbt2,defined,True,3,3,Online,HEARTBEAT;LWT;PRINT,
inter,maisons-laffitte,dl12-tgbt2-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt2
inter,maisons-laffitte,dl12-tgbt2-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt2
inter,maisons-laffitte,dl12-tgbt2-3,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt2
inter,maisons-laffitte,dl12-tgbt3,defined,True,42,3,Online,HEARTBEAT;LOGGING;LWT;PRINT,
inter,maisons-laffitte,dl12-tgbt3-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt3
inter,maisons-laffitte,dl12-tgbt3-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt3
inter,maisons-laffitte,dl12-tgbt3-3,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt3
inter,maisons-laffitte,pwx12-boulangerie1,defined,True,36,3,Online,HEARTBEAT;LOGGING;LWT;PRINT,
inter,maisons-laffitte,pwx12-boulangerie1-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-boulangerie1
inter,maisons-laffitte,pwx12-boulangerie1-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-boulangerie1
inter,maisons-laffitte,pwx12-boulangerie1-3,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-boulangerie1
inter,maisons-laffitte,pwx12-boulangerie2,defined,True,36,3,Online,HEARTBEAT;LOGGING;LWT;PRINT,
inter,maisons-laffitte,pwx12-boulangerie2-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-boulangerie2
inter,maisons-laffitte,pwx12-boulangerie2-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-boulangerie2
inter,maisons-laffitte,pwx12-boulangerie2-3,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-boulangerie2
inter,maisons-laffitte,pwx4-rogowski,defined,True,18,10,Online,COUT;COUTS;HEARTBEAT;LOGGING;LWT;NIGHTDAY;POWER;PRINT;PWDAYS;PWHOURS;PWMONTHS,
inter,maisons-laffitte,snx,missing_device,True,240,7,Online,CONFIG;HEARTBEAT;LOGGING;LWT;SNXCOUT;SNXRANKING;SNX_GROUP_SCORES;SNX_RX_ERROR;STATE;VOLUME,
inter,maisons-laffitte,snx-10,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-100,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-101,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-102,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-103,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-104,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-105,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-106,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-107,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-108,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-109,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-110,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-111,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-112,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-113,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-114,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-115,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-116,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-117,derived_channel_topic,False,3,1,,REGULATEUR_LOG,snx
inter,maisons-laffitte,snx-120,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-122,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-123,derived_channel_topic,False,2,1,,REGULATEUR_LOG,snx
inter,maisons-laffitte,snx-126,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-13,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-14,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-15,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-16,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-17,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-18,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-19,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-20,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-21,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-22,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-23,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-24,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-25,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-26,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-27,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-28,derived_channel_topic,False,2,1,,REGULATEUR_LOG,snx
inter,maisons-laffitte,snx-29,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-3,derived_channel_topic,False,3,3,,REGULATEUR;REGULATEUR_LOG;STATISTIC,snx
inter,maisons-laffitte,snx-30,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-31,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-32,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-33,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-34,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-35,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-36,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-37,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-38,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-39,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-4,derived_channel_topic,False,2,1,,REGULATEUR_LOG,snx
inter,maisons-laffitte,snx-40,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-41,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-42,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-43,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-44,derived_channel_topic,False,3,3,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS,snx
inter,maisons-laffitte,snx-45,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-46,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-47,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-48,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-49,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-5,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-50,derived_channel_topic,False,2,3,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS,snx
inter,maisons-laffitte,snx-51,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-52,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-53,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-54,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-55,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-56,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-57,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-58,derived_channel_topic,False,2,1,,REGULATEUR_LOG,snx
inter,maisons-laffitte,snx-59,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-6,derived_channel_topic,False,0,1,,REGULATEUR_LOG,snx
inter,maisons-laffitte,snx-60,derived_channel_topic,False,2,1,,REGULATEUR_LOG,snx
inter,maisons-laffitte,snx-61,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-62,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-63,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-64,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-65,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-66,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-67,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-68,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-69,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-7,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-70,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-74,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-75,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-76,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-77,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-78,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-79,derived_channel_topic,False,1,1,,REGULATEUR_LOG,snx
inter,maisons-laffitte,snx-8,derived_channel_topic,False,2,1,,REGULATEUR_LOG,snx
inter,maisons-laffitte,snx-80,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-81,derived_channel_topic,False,2,1,,REGULATEUR_LOG,snx
inter,maisons-laffitte,snx-82,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-84,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-85,derived_channel_topic,False,2,1,,REGULATEUR_LOG,snx
inter,maisons-laffitte,snx-86,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-87,derived_channel_topic,False,2,1,,REGULATEUR_LOG,snx
inter,maisons-laffitte,snx-88,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-89,derived_channel_topic,False,2,1,,REGULATEUR_LOG,snx
inter,maisons-laffitte,snx-9,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-90,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-91,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-92,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-93,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-94,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-95,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-96,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-97,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-98,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-99,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,maisons-laffitte,snx-999,derived_channel_topic,False,11,1,,ON_CONSIGNE,snx
inter,maisons-laffitte,zb-bridge-ss,missing_device,True,1,1,Online,LWT;STATE,
inter,maisons-laffitte,zb-th_biscottes,sensor_endpoint,False,0,1,,SENSOR,
inter,maisons-laffitte,zb-th_ss_escalator,sensor_endpoint,False,0,1,,SENSOR,
benfeghoul,marcq,4F72,sensor_endpoint,False,0,1,,SENSOR,
benfeghoul,marcq,6A5E,sensor_endpoint,False,0,1,,SENSOR,
benfeghoul,marcq,849A,sensor_endpoint,False,0,1,,SENSOR,
benfeghoul,marcq,8767,sensor_endpoint,False,0,1,,SENSOR,
benfeghoul,marcq,8CDF,sensor_endpoint,False,0,1,,SENSOR,
benfeghoul,marcq,B2A0,sensor_endpoint,False,0,1,,SENSOR,
benfeghoul,marcq,C231,sensor_endpoint,False,0,1,,SENSOR,
benfeghoul,marcq,D91D,sensor_endpoint,False,0,1,,SENSOR,
benfeghoul,marcq,ED84,sensor_endpoint,False,0,1,,SENSOR,
benfeghoul,marcq,F148,sensor_endpoint,False,0,1,,SENSOR,
benfeghoul,marcq,chx-bureau,missing_device,True,0,4,Online,LWT;PRINT;PWHOURS;SENSOR,
benfeghoul,marcq,chx-cuisine,missing_device,True,0,4,Online,LWT;PRINT;PWHOURS;SENSOR,
benfeghoul,marcq,chx-etienne,missing_device,True,0,4,Online,LWT;PRINT;PWHOURS;SENSOR,
benfeghoul,marcq,chx-martin,missing_device,True,0,4,Online,LWT;PRINT;PWHOURS;SENSOR,
benfeghoul,marcq,chx-parents,missing_device,True,0,4,Online,LWT;PRINT;PWHOURS;SENSOR,
benfeghoul,marcq,chx-salon-droite,missing_device,True,0,4,Offline,LWT;PRINT;PWHOURS;SENSOR,
benfeghoul,marcq,chx-salon-gauche,missing_device,True,0,4,Offline,LWT;PRINT;PWHOURS;SENSOR,
benfeghoul,marcq,dl4-garage,defined,True,30,3,Online,LOGGING;LWT;POWER;PRINT,
benfeghoul,marcq,dl4-garage-1,derived_channel_topic,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,dl4-garage
benfeghoul,marcq,dl4-garage-2,derived_channel_topic,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,dl4-garage
benfeghoul,marcq,dl4-garage-3,derived_channel_topic,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,dl4-garage
benfeghoul,marcq,dl4-garage-4,derived_channel_topic,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,dl4-garage
benfeghoul,marcq,zb-bridge,unresolved_topic_identity,False,0,1,,PRINT,
inter,mery,dl12-boulangerie,defined,True,42,2,,HEARTBEAT;LOGGING;PRINT,
inter,mery,dl12-boulangerie-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-boulangerie
inter,mery,dl12-boulangerie-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-boulangerie
inter,mery,dl12-boulangerie-3,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-boulangerie
inter,mery,dl12-tgbt1,defined,True,42,3,Online,HEARTBEAT;LOGGING;LWT;PRINT,
inter,mery,dl12-tgbt1-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt1
inter,mery,dl12-tgbt1-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt1
inter,mery,dl12-tgbt1-3,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt1
inter,mery,dl12-tgbt4,defined,True,42,2,,HEARTBEAT;LOGGING;PRINT,
inter,mery,dl12-tgbt4-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt4
inter,mery,dl12-tgbt4-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt4
inter,mery,dl12-tgbt4-3,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt4
inter,mery,dl12-tgbt5,defined,True,42,2,,HEARTBEAT;LOGGING;PRINT,
inter,mery,dl12-tgbt5-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt5
inter,mery,dl12-tgbt5-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt5
inter,mery,dl12-tgbt5-3,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt5
inter,mery,dl12-tgbt6,defined,True,42,2,,HEARTBEAT;LOGGING;PRINT,
